,City,Country,Latitude,Longitude,Date,Cloudiness,Humidity,Max Tempature,Wind Speed
364,Ginda,IN,30.69,78.49,09/10/20,1,78,61.16,3.78
365,Lata,PT,40.16,-8.33,09/10/20,44,88,71.01,2.24
366,Ilhéus,BR,-14.79,-39.05,09/10/20,20,73,77.0,6.93
367,West Wendover,US,40.74,-114.07,09/10/20,1,11,71.6,8.05
368,College,US,64.86,-147.8,09/10/20,90,75,42.8,9.17
369,San Policarpo,PH,12.18,125.51,09/10/20,21,85,77.61,4.63
370,Margate,GB,51.38,1.39,09/10/20,21,50,60.01,8.43
371,El Sauzal de Rodríguez,MX,31.9,-116.68,09/10/20,0,77,77.0,1.01
372,Pacific Grove,US,36.62,-121.92,09/10/20,1,72,64.4,8.48
373,Korla,CN,41.76,86.15,09/10/20,75,39,67.86,13.2
374,Sabha,LY,27.04,14.43,09/10/20,28,26,85.64,9.48
375,Miramar,US,25.99,-80.23,09/10/20,1,70,86.0,8.05
376,Kailua,US,21.4,-157.74,09/10/20,40,65,87.8,13.87
377,Omsukchan,RU,62.53,155.8,09/10/20,4,72,41.9,9.86
378,Arrondissement de Limoges,FR,45.75,1.33,09/10/20,8,52,69.8,5.82
379,Carutapera,BR,-1.2,-46.02,09/10/20,44,78,79.2,9.06
380,Littleton,US,39.61,-105.02,09/10/20,75,53,55.0,6.93
381,Sørland,NO,67.67,12.69,09/10/20,75,93,44.6,13.87
382,Muravlenko,RU,63.79,74.52,09/10/20,14,92,54.09,11.34
383,Borovoy,RU,55.43,86.08,09/10/20,40,93,42.8,4.47
384,Barrhead,GB,55.8,-4.39,09/10/20,75,87,54.0,14.99
385,Ajdabiya,LY,30.76,20.23,09/10/20,0,89,74.7,8.61
386,Mackay,AU,-21.15,149.2,09/10/20,40,93,59.0,6.93
387,Koumac,NC,-20.57,164.28,09/10/20,13,65,72.23,5.23
388,Aquiraz,BR,-3.9,-38.39,09/10/20,20,78,80.6,13.87
389,Mpika,ZM,-11.83,31.45,09/10/20,63,45,58.66,6.69
390,La Rioja,ES,42.25,-2.5,09/10/20,0,67,62.6,3.44
391,Sisa,PE,-6.62,-76.69,09/10/20,40,44,93.2,1.43
392,Melfort,CA,52.87,-104.62,09/10/20,1,40,68.0,9.17
393,Mustafakemalpaşa,TR,40.04,28.41,09/10/20,0,78,73.4,21.92
394,Vila,PT,42.03,-8.16,09/10/20,25,60,71.6,3.36
395,Buñol,ES,39.42,-0.78,09/10/20,5,69,73.4,3.36
396,Haverfordwest,GB,51.8,-4.97,09/10/20,99,71,57.2,11.41
397,Takāb,IR,36.4,47.11,09/10/20,0,44,57.74,4.0
398,Anniston,US,33.66,-85.83,09/10/20,75,74,84.99,8.05
399,Flinders,AU,-34.58,150.86,09/10/20,69,88,57.99,1.01
400,Souillac,MU,-20.52,57.52,09/10/20,75,83,71.6,14.99
401,Jacareacanga,BR,-6.22,-57.75,09/10/20,58,42,88.34,2.51
402,Mouila,GA,-1.87,11.06,09/10/20,99,79,75.06,2.35
403,Krasnyy Oktyabr',RU,56.12,38.88,09/10/20,0,90,48.85,10.31
404,Toamasina,MG,-18.17,49.38,09/10/20,40,94,68.0,5.79
405,Pergamino,AR,-33.89,-60.57,09/10/20,0,51,71.01,1.01
406,Faya,SA,18.39,42.45,09/10/20,37,82,69.8,1.9
407,Luba,GQ,3.46,8.55,09/10/20,20,94,77.0,8.05
408,Laureles,US,26.11,-97.49,09/10/20,90,83,78.8,16.11
409,Noyabrsk,RU,63.2,75.45,09/10/20,2,92,54.03,10.98
410,Gamba,GA,-2.65,10.0,09/10/20,36,83,74.61,5.5
411,Lárdos,GR,36.09,28.02,09/10/20,0,65,80.6,9.17
412,Leányfalu,HU,47.72,19.09,09/10/20,77,64,68.0,5.82
413,Humaitá,BR,-7.51,-63.02,09/10/20,91,35,91.78,1.1
414,Serenje,ZM,-13.23,30.24,09/10/20,8,52,56.1,7.27
415,Paciran,ID,-6.88,112.38,09/10/20,46,82,75.45,7.92
416,Saposoa,PE,-6.93,-76.77,09/10/20,40,44,93.2,1.23
417,Santa Rosalía,MX,27.32,-112.28,09/10/20,0,47,85.73,11.07
418,San Miguel de Tucumán,AR,-26.82,-65.22,09/10/20,0,33,89.6,12.75
419,Constantine,DZ,36.37,6.61,09/10/20,40,88,62.6,4.7
420,Shunyi,CN,40.12,116.65,09/10/20,100,82,70.0,4.47
421,Gevrai,IN,19.27,75.75,09/10/20,95,86,77.05,8.59
422,Tomari,RU,47.77,142.07,09/10/20,7,76,53.56,12.86
423,Poya,NC,-21.35,165.15,09/10/20,54,69,69.3,3.8
424,Sovetskiy,RU,61.36,63.58,09/10/20,1,93,49.6,7.34
425,Kalmunai,LK,7.42,81.82,09/10/20,100,73,79.47,5.66
426,Atherton,GB,53.52,-2.49,09/10/20,100,76,54.0,1.01
427,Chumikan,RU,54.72,135.31,09/10/20,0,64,46.06,11.18
428,Point Fortin,TT,10.18,-61.68,09/10/20,20,81,82.0,7.94
429,Enugu,NG,6.44,7.49,09/10/20,92,93,71.94,2.86
430,Columbus,US,39.96,-83.0,09/10/20,75,69,82.99,12.75
431,Snezhnogorsk,RU,69.19,33.25,09/10/20,40,87,32.0,2.24
432,Shache,CN,38.42,77.24,09/10/20,9,58,60.06,1.66
433,Moree,AU,-29.47,149.85,09/10/20,35,87,50.0,6.93
434,Havøysund,NO,71.0,24.66,09/10/20,20,93,46.4,1.12
435,Banepā,NP,27.63,85.52,09/10/20,75,94,71.6,2.24
436,Karumbākkam,IN,12.7,80.09,09/10/20,40,83,80.6,4.7
437,Luganville,VU,-15.53,167.17,09/10/20,40,61,78.8,6.93
438,Ilulissat,GL,69.22,-51.1,09/10/20,6,64,35.6,1.12
439,Oussouye,SN,12.48,-16.55,09/10/20,20,88,80.6,4.7
440,Barraute,CA,48.43,-77.63,09/10/20,40,66,53.6,3.36
441,Myitkyina,MM,25.38,97.4,09/10/20,100,95,73.13,1.14
442,Husavik,IS,66.04,-17.34,09/10/20,90,93,46.4,5.82
443,Cap-aux-Meules,CA,47.38,-61.86,09/10/20,90,93,62.6,3.36
444,Tingi,TZ,-11.3,35.03,09/10/20,0,57,60.3,1.19
445,Magalia,US,39.81,-121.58,09/10/20,90,24,82.4,5.82
446,Luanda,AO,-8.84,13.23,09/10/20,75,88,71.6,5.82
447,Salinas,US,36.68,-121.66,09/10/20,1,68,66.2,3.36
448,Russell,US,32.35,-85.2,09/10/20,20,66,87.8,5.82
449,Doha,QA,25.29,51.53,09/10/20,0,79,91.99,2.24
450,Uralets,RU,57.66,59.65,09/10/20,26,99,45.41,5.59
451,San Antero,CO,9.37,-75.76,09/10/20,40,74,86.0,4.7
452,Phayao,TH,19.25,100.25,09/10/20,100,98,71.71,2.21
453,Big Bend,SZ,-26.82,31.93,09/10/20,58,85,64.96,2.66
454,Ipiales,CO,0.83,-77.65,09/10/20,58,68,55.62,7.36
455,Hamina,FI,60.57,27.2,09/10/20,3,76,50.0,13.87
456,São Miguel do Araguaia,BR,-13.28,-50.16,09/10/20,35,17,86.05,3.27
457,Lake Cowichan,CA,48.83,-124.05,09/10/20,40,44,86.0,3.36
458,Fairbanks,US,64.84,-147.72,09/10/20,90,81,42.8,10.29
459,Manitouwadge,CA,49.12,-85.84,09/10/20,75,76,53.6,8.05
460,Camaná,PE,-16.62,-72.71,09/10/20,54,70,61.18,6.78
461,Peleduy,RU,59.63,112.74,09/10/20,36,89,41.36,3.42
462,Krasnosel'kup,RU,65.7,82.47,09/10/20,100,92,53.29,12.77
463,Acapulco de Juárez,MX,16.86,-99.89,09/10/20,75,70,87.8,8.05
464,Villa Carlos Paz,AR,-31.42,-64.5,09/10/20,2,28,78.01,4.0
465,Guanare,VE,9.04,-69.74,09/10/20,93,86,81.77,1.79
466,Artesia,US,33.87,-118.08,09/10/20,75,33,86.0,3.36
467,Karratha,AU,-20.74,116.85,09/10/20,0,36,79.2,18.23
468,Samaná,DO,19.21,-69.34,09/10/20,40,83,84.2,8.1
469,Wanning,CN,18.8,110.4,09/10/20,92,85,80.78,8.3
470,Clyde River,CA,70.47,-68.59,09/10/20,90,70,37.4,3.36
471,Dubrovka,RU,53.69,33.51,09/10/20,0,90,48.45,9.93
472,Iskateley,RU,67.68,53.15,09/10/20,81,91,45.41,16.04
473,George Town,MY,5.41,100.34,09/10/20,40,94,77.0,5.44
474,Port Pirie,AU,-33.18,138.02,09/10/20,53,58,59.0,3.36
475,Meuselwitz,DE,51.05,12.3,09/10/20,58,87,51.01,3.36
476,Amurzet,RU,47.7,131.1,09/10/20,0,80,49.15,8.84
477,Mereni,RO,44.05,28.37,09/10/20,5,77,66.2,3.36
478,Vila Franca do Campo,PT,37.72,-25.43,09/10/20,20,88,68.0,2.24
479,Salamiyah,SY,35.01,37.05,09/10/20,42,19,84.97,12.12
480,St. George's,GD,12.06,-61.75,09/10/20,20,74,86.0,11.41
481,Indramayu,ID,-6.33,108.32,09/10/20,89,73,77.86,9.75
482,Roald,NO,62.58,6.13,09/10/20,100,62,51.8,10.29
483,Lensk,RU,60.73,114.93,09/10/20,98,79,47.93,2.95
484,Galeras,CO,9.16,-75.05,09/10/20,51,77,85.41,6.22
485,Bilibino,RU,68.05,166.44,09/10/20,100,77,41.11,1.97
486,Port Macquarie,AU,-31.43,152.92,09/10/20,18,98,57.0,6.26
487,Ogulin,HR,45.27,15.23,09/10/20,35,64,69.8,5.82
488,Abu Dhabi,AE,24.47,54.37,09/10/20,0,84,87.8,4.7
489,Yanji,CN,42.91,129.51,09/10/20,100,91,60.06,3.36
490,Bojonegoro,ID,-7.15,111.88,09/10/20,59,77,74.14,5.17
491,Nizhniy Kuranakh,RU,58.84,125.49,09/10/20,100,92,52.97,0.6
492,Acajutla,SV,13.59,-89.83,09/10/20,40,59,89.6,4.7
493,Chhindwāra,IN,22.07,78.93,09/10/20,100,84,73.83,1.7
494,‘Ewa Beach,US,21.32,-158.01,09/10/20,40,43,87.8,14.99
495,Savannakhet,LA,16.57,104.75,09/10/20,97,92,74.23,3.62
496,Santa Cruz de la Sierra,BO,-17.8,-63.17,09/10/20,0,38,91.4,11.41
497,Morondava,MG,-20.28,44.28,09/10/20,65,65,76.26,8.3
498,Mezhdurechenskiy,RU,59.6,65.93,09/10/20,100,74,53.96,7.7
499,Karlstad,SE,59.38,13.5,09/10/20,97,81,48.99,5.82
500,Mogadishu,SO,2.04,45.34,09/10/20,29,82,77.36,15.35
501,Udachny,RU,66.42,112.4,09/10/20,90,93,41.0,4.47
502,Chokurdakh,RU,70.63,147.92,09/10/20,11,68,45.36,6.46
503,Caravelas,BR,-17.71,-39.25,09/10/20,23,80,70.84,5.21
504,Port Hardy,CA,50.7,-127.42,09/10/20,20,68,66.2,3.36
505,Porto Velho,BR,-8.76,-63.9,09/10/20,75,94,73.4,1.12
506,Timrå,SE,62.49,17.33,09/10/20,47,65,46.99,5.82
507,Nizwá,OM,22.93,57.53,09/10/20,0,39,85.57,1.59
508,Walvis Bay,,-22.96,14.51,09/10/20,0,23,80.6,17.22
509,Celendín,PE,-6.87,-78.15,09/10/20,55,47,64.99,8.46
510,Henties Bay,,-22.12,14.28,09/10/20,0,52,64.53,3.18
511,Luwuk,ID,-0.95,122.79,09/10/20,46,79,77.54,4.72
512,Pimentel,PE,-6.84,-79.93,09/10/20,58,64,68.0,20.8
513,Delta del Tigre,UY,-34.76,-56.39,09/10/20,0,38,59.0,12.75
514,Varhaug,NO,58.61,5.65,09/10/20,99,99,48.0,3.0
515,Mamlyutka,KZ,54.94,68.54,09/10/20,100,54,49.17,7.96
516,Yar-Sale,RU,66.83,70.83,09/10/20,35,76,55.92,18.86
517,Newala,TZ,-10.94,39.28,09/10/20,24,94,63.14,5.19
518,Tacuarembó,UY,-31.73,-55.98,09/10/20,0,86,60.12,7.58
519,Safaga,EG,26.73,33.94,09/10/20,0,89,84.2,6.78
520,Palaia Fokaia,GR,37.72,23.95,09/10/20,0,43,78.01,6.93
521,Kamaishi,JP,39.27,141.88,09/10/20,100,88,72.54,6.8
522,Rantepao,ID,-2.97,119.9,09/10/20,98,90,67.01,0.92
523,Xiaoweizhai,CN,26.19,107.51,09/10/20,72,94,68.25,1.72
524,Hervey Bay,AU,-25.3,152.85,09/10/20,96,92,63.0,7.0
525,Pouébo,NC,-20.4,164.57,09/10/20,13,67,71.69,13.51
526,Nanortalik,GL,60.14,-45.24,09/10/20,0,69,40.48,29.1
527,Dondo,MZ,-19.61,34.74,09/10/20,2,83,69.8,8.05
528,Nampula,MZ,-15.12,39.27,09/10/20,20,88,68.0,10.29
529,Vrangel',RU,42.73,133.08,09/10/20,83,85,63.59,8.55
530,Mocuba,MZ,-16.84,36.99,09/10/20,24,88,66.97,1.43
531,Kununurra,AU,-15.77,128.73,09/10/20,48,88,64.4,5.77
532,Hare Bay,CA,48.85,-54.01,09/10/20,90,71,57.2,9.17
